,title,authors
490,ARKitTrack: A New Diverse Dataset for Tracking Using Mobile RGB-D Data,"Haojie Zhao, Junsong Chen, Lijun Wang, Huchuan Lu"
491,Efficient Verification of Neural Networks Against LVM-Based Specifications,"Harleen Hanspal, Alessio Lomuscio"
492,Feature Aggregated Queries for Transformer-Based Video Object Detectors,Yiming Cui
493,Decomposed Cross-Modal Distillation for RGB-Based Temporal Action Detection,"Pilhyeon Lee, Taeoh Kim, Minho Shim, Dongyoon Wee, Hyeran Byun"
494,A Unified Knowledge Distillation Framework for Deep Directed Graphical Models,"Yizhuo Chen, Kaizhao Liang, Zhe Zeng, Shuochao Yao, Huajie Shao"
495,Blemish-Aware and Progressive Face Retouching With Limited Paired Data,"Lianxin Xie, Wen Xue, Zhen Xu, Si Wu, Zhiwen Yu, Hau San Wong"
496,Detecting and Grounding Multi-Modal Media Manipulation,"Rui Shao, Tianxing Wu, Ziwei Liu"
497,Human Pose As Compositional Tokens,"Zigang Geng, Chunyu Wang, Yixuan Wei, Ze Liu, Houqiang Li, Han Hu"
498,Synthesizing Photorealistic Virtual Humans Through Cross-Modal Disentanglement,"Siddarth Ravichandran, Ondřej Texler, Dimitar Dinev, Hyun Jae Kang"
499,Test Time Adaptation With Regularized Loss for Weakly Supervised Salient Object Detection,Olga Veksler
500,Self-Supervised Pre-Training With Masked Shape Prediction for 3D Scene Understanding,"Li Jiang, Zetong Yang, Shaoshuai Shi, Vladislav Golyanik, Dengxin Dai, Bernt Schiele"
501,Guiding Pseudo-Labels With Uncertainty Estimation for Source-Free Unsupervised Domain Adaptation,"Mattia Litrico, Alessio Del Bue, Pietro Morerio"
502,HuManiFlow: Ancestor-Conditioned Normalising Flows on SO(3) Manifolds for Human Pose and Shape Distribution Estimation,"Akash Sengupta, Ignas Budvytis, Roberto Cipolla"
503,EC2: Emergent Communication for Embodied Control,"Yao Mu, Shunyu Yao, Mingyu Ding, Ping Luo, Chuang Gan"
504,DynamicDet: A Unified Dynamic Architecture for Object Detection,"Zhihao Lin, Yongtao Wang, Jinhe Zhang, Xiaojie Chu"
505,Common Pets in 3D: Dynamic New-View Synthesis of Real-Life Deformable Categories,"Samarth Sinha, Roman Shapovalov, Jeremy Reizenstein, Ignacio Rocco, Natalia Neverova, Andrea Vedaldi, David Novotny"
506,Normal-Guided Garment UV Prediction for Human Re-Texturing,"Yasamin Jafarian, Tuanfeng Y. Wang, Duygu Ceylan, Jimei Yang, Nathan Carr, Yi Zhou, Hyun Soo Park"
507,Learning Compact Representations for LiDAR Completion and Generation,"Yuwen Xiong, Wei-Chiu Ma, Jingkang Wang, Raquel Urtasun"
508,Hubs and Hyperspheres: Reducing Hubness and Improving Transductive Few-Shot Learning With Hyperspherical Embeddings,"Daniel J. Trosten, Rwiddhi Chakraborty, Sigurd Løkse, Kristoffer Knutsen Wickstrøm, Robert Jenssen, Michael C. Kampffmeyer"
509,Improving Graph Representation for Point Cloud Segmentation via Attentive Filtering,"Nan Zhang, Zhiyi Pan, Thomas H. Li, Wei Gao, Ge Li"
510,PCT-Net: Full Resolution Image Harmonization Using Pixel-Wise Color Transformations,"Julian Jorge Andrade Guerreiro, Mitsuru Nakazawa, Björn Stenger"
511,"Architecture, Dataset and Model-Scale Agnostic Data-Free Meta-Learning","Zixuan Hu, Li Shen, Zhenyi Wang, Tongliang Liu, Chun Yuan, Dacheng Tao"
512,Egocentric Video Task Translation,"Zihui Xue, Yale Song, Kristen Grauman, Lorenzo Torresani"
513,Gaussian Label Distribution Learning for Spherical Image Object Detection,"Hang Xu, Xinyuan Liu, Qiang Zhao, Yike Ma, Chenggang Yan, Feng Dai"
514,"Better ""CMOS"" Produces Clearer Images: Learning Space-Variant Blur Estimation for Blind Image Super-Resolution","Xuhai Chen, Jiangning Zhang, Chao Xu, Yabiao Wang, Chengjie Wang, Yong Liu"
515,MixTeacher: Mining Promising Labels With Mixed Scale Teacher for Semi-Supervised Object Detection,"Liang Liu, Boshen Zhang, Jiangning Zhang, Wuhao Zhang, Zhenye Gan, Guanzhong Tian, Wenbing Zhu, Yabiao Wang, Chengjie Wang"
516,NeuMap: Neural Coordinate Mapping by Auto-Transdecoder for Camera Localization,"Shitao Tang, Sicong Tang, Andrea Tagliasacchi, Ping Tan, Yasutaka Furukawa"
517,AShapeFormer: Semantics-Guided Object-Level Active Shape Encoding for 3D Object Detection via Transformers,"Zechuan Li, Hongshan Yu, Zhengeng Yang, Tongjia Chen, Naveed Akhtar"
518,SeSDF: Self-Evolved Signed Distance Field for Implicit 3D Clothed Human Reconstruction,"Yukang Cao, Kai Han, Kwan-Yee K. Wong"
519,Deep Depth Estimation From Thermal Image,"Ukcheol Shin, Jinsun Park, In So Kweon"
520,Cross-GAN Auditing: Unsupervised Identification of Attribute Level Similarities and Differences Between Pretrained Generative Models,"Matthew L. Olson, Shusen Liu, Rushil Anirudh, Jayaraman J. Thiagarajan, Peer-Timo Bremer, Weng-Keen Wong"
521,Backdoor Defense via Adaptively Splitting Poisoned Dataset,"Kuofeng Gao, Yang Bai, Jindong Gu, Yong Yang, Shu-Tao Xia"
522,Towards Stable Human Pose Estimation via Cross-View Fusion and Foot Stabilization,"Li’an Zhuo, Jian Cao, Qi Wang, Bang Zhang, Liefeng Bo"
523,SINE: SINgle Image Editing With Text-to-Image Diffusion Models,"Zhixing Zhang, Ligong Han, Arnab Ghosh, Dimitris N. Metaxas, Jian Ren"
524,OSAN: A One-Stage Alignment Network To Unify Multimodal Alignment and Unsupervised Domain Adaptation,"Ye Liu, Lingfeng Qiao, Changchong Lu, Di Yin, Chen Lin, Haoyuan Peng, Bo Ren"
525,Heat Diffusion Based Multi-Scale and Geometric Structure-Aware Transformer for Mesh Segmentation,Chi-Chong Wong
526,Multi-Granularity Archaeological Dating of Chinese Bronze Dings Based on a Knowledge-Guided Relation Graph,"Rixin Zhou, Jiafu Wei, Qian Zhang, Ruihua Qi, Xi Yang, Chuntao Li"
527,CASP-Net: Rethinking Video Saliency Prediction From an Audio-Visual Consistency Perceptual Perspective,"Junwen Xiong, Ganglai Wang, Peng Zhang, Wei Huang, Yufei Zha, Guangtao Zhai"
528,Learning Expressive Prompting With Residuals for Vision Transformers,"Rajshekhar Das, Yonatan Dukler, Avinash Ravichandran, Ashwin Swaminathan"
529,AnyFlow: Arbitrary Scale Optical Flow With Implicit Neural Representation,"Hyunyoung Jung, Zhuo Hui, Lei Luo, Haitao Yang, Feng Liu, Sungjoo Yoo, Rakesh Ranjan, Denis Demandolx"
530,Federated Domain Generalization With Generalization Adjustment,"Ruipeng Zhang, Qinwei Xu, Jiangchao Yao, Ya Zhang, Qi Tian, Yanfeng Wang"
531,CoMFormer: Continual Learning in Semantic and Panoptic Segmentation,"Fabio Cermelli, Matthieu Cord, Arthur Douillard"
532,Conditional Generation of Audio From Video via Foley Analogies,"Yuexi Du, Ziyang Chen, Justin Salamon, Bryan Russell, Andrew Owens"
533,Diverse 3D Hand Gesture Prediction From Body Dynamics by Bilateral Hand Disentanglement,"Xingqun Qi, Chen Liu, Muyi Sun, Lincheng Li, Changjie Fan, Xin Yu"
534,Learning Video Representations From Large Language Models,"Yue Zhao, Ishan Misra, Philipp Krähenbühl, Rohit Girdhar"
535,Open-Vocabulary Semantic Segmentation With Mask-Adapted CLIP,"Feng Liang, Bichen Wu, Xiaoliang Dai, Kunpeng Li, Yinan Zhao, Hang Zhang, Peizhao Zhang, Peter Vajda, Diana Marculescu"
536,A Loopback Network for Explainable Microvascular Invasion Classification,"Shengxuming Zhang, Tianqi Shi, Yang Jiang, Xiuming Zhang, Jie Lei, Zunlei Feng, Mingli Song"
537,Exact-NeRF: An Exploration of a Precise Volumetric Parameterization for Neural Radiance Fields,"Brian K. S. Isaac-Medina, Chris G. Willcocks, Toby P. Breckon"
538,WildLight: In-the-Wild Inverse Rendering With a Flashlight,"Ziang Cheng, Junxuan Li, Hongdong Li"
539,A Probabilistic Attention Model With Occlusion-Aware Texture Regression for 3D Hand Reconstruction From a Single RGB Image,"Zheheng Jiang, Hossein Rahmani, Sue Black, Bryan M. Williams"
540,Attribute-Preserving Face Dataset Anonymization via Latent Code Optimization,"Simone Barattin, Christos Tzelepis, Ioannis Patras, Nicu Sebe"
541,Ensemble-Based Blackbox Attacks on Dense Prediction,"Zikui Cai, Yaoteng Tan, M. Salman Asif"
542,Improving Fairness in Facial Albedo Estimation via Visual-Textual Cues,"Xingyu Ren, Jiankang Deng, Chao Ma, Yichao Yan, Xiaokang Yang"
543,SmartAssign: Learning a Smart Knowledge Assignment Strategy for Deraining and Desnowing,"Yinglong Wang, Chao Ma, Jianzhuang Liu"
544,sRGB Real Noise Synthesizing With Neighboring Correlation-Aware Noise Model,"Zixuan Fu, Lanqing Guo, Bihan Wen"
545,Revisiting Weak-to-Strong Consistency in Semi-Supervised Semantic Segmentation,"Lihe Yang, Lei Qi, Litong Feng, Wayne Zhang, Yinghuan Shi"
546,Implicit View-Time Interpolation of Stereo Videos Using Multi-Plane Disparities and Non-Uniform Coordinates,"Avinash Paliwal, Andrii Tsarov, Nima Khademi Kalantari"
547,Soft-Landing Strategy for Alleviating the Task Discrepancy Problem in Temporal Action Localization Tasks,"Hyolim Kang, Hanjung Kim, Joungbin An, Minsu Cho, Seon Joo Kim"
548,Visibility Aware Human-Object Interaction Tracking From Single RGB Camera,"Xianghui Xie, Bharat Lal Bhatnagar, Gerard Pons-Moll"
549,Rethinking Gradient Projection Continual Learning: Stability / Plasticity Feature Space Decoupling,"Zhen Zhao, Zhizhong Zhang, Xin Tan, Jun Liu, Yanyun Qu, Yuan Xie, Lizhuang Ma"
550,FlatFormer: Flattened Window Attention for Efficient Point Cloud Transformer,"Zhijian Liu, Xinyu Yang, Haotian Tang, Shang Yang, Song Han"
551,Dynamic Graph Learning With Content-Guided Spatial-Frequency Relation Reasoning for Deepfake Detection,"Yuan Wang, Kun Yu, Chen Chen, Xiyuan Hu, Silong Peng"
552,Two-Stage Co-Segmentation Network Based on Discriminative Representation for Recovering Human Mesh From Videos,"Boyang Zhang, Kehua Ma, Suping Wu, Zhixiang Yuan"
553,Learning Anchor Transformations for 3D Garment Animation,"Fang Zhao, Zekun Li, Shaoli Huang, Junwu Weng, Tianfei Zhou, Guo-Sen Xie, Jue Wang, Ying Shan"
554,Actionlet-Dependent Contrastive Learning for Unsupervised Skeleton-Based Action Recognition,"Lilang Lin, Jiahang Zhang, Jiaying Liu"
555,Ref-NPR: Reference-Based Non-Photorealistic Radiance Fields for Controllable Scene Stylization,"Yuechen Zhang, Zexin He, Jinbo Xing, Xufeng Yao, Jiaya Jia"
556,Tree Instance Segmentation With Temporal Contour Graph,"Adnan Firoze, Cameron Wingren, Raymond A. Yeh, Bedrich Benes, Daniel Aliaga"
557,Meta-Causal Learning for Single Domain Generalization,"Jin Chen, Zhi Gao, Xinxiao Wu, Jiebo Luo"
558,Grad-PU: Arbitrary-Scale Point Cloud Upsampling via Gradient Descent With Learned Distance Functions,"Yun He, Danhang Tang, Yinda Zhang, Xiangyang Xue, Yanwei Fu"
559,Trainable Projected Gradient Method for Robust Fine-Tuning,"Junjiao Tian, Zecheng He, Xiaoliang Dai, Chih-Yao Ma, Yen-Cheng Liu, Zsolt Kira"
560,Text2Scene: Text-Driven Indoor Scene Stylization With Part-Aware Details,"Inwoo Hwang, Hyeonwoo Kim, Young Min Kim"
561,FEND: A Future Enhanced Distribution-Aware Contrastive Learning Framework for Long-Tail Trajectory Prediction,"Yuning Wang, Pu Zhang, Lei Bai, Jianru Xue"
562,HDR Imaging With Spatially Varying Signal-to-Noise Ratios,"Yiheng Chi, Xingguang Zhang, Stanley H. Chan"
563,Reliability in Semantic Segmentation: Are We on the Right Track?,"Pau de Jorge, Riccardo Volpi, Philip H.S. Torr, Grégory Rogez"
564,Blowing in the Wind: CycleNet for Human Cinemagraphs From Still Images,"Hugo Bertiche, Niloy J. Mitra, Kuldeep Kulkarni, Chun-Hao P. Huang, Tuanfeng Y. Wang, Meysam Madadi, Sergio Escalera, Duygu Ceylan"
565,Panoptic Compositional Feature Field for Editable Scene Rendering With Network-Inferred Labels via Metric Learning,"Xinhua Cheng, Yanmin Wu, Mengxi Jia, Qian Wang, Jian Zhang"
566,Neural Kaleidoscopic Space Sculpting,"Byeongjoo Ahn, Michael De Zeeuw, Ioannis Gkioulekas, Aswin C. Sankaranarayanan"
567,Implicit Identity Driven Deepfake Face Swapping Detection,"Baojin Huang, Zhongyuan Wang, Jifan Yang, Jiaxin Ai, Qin Zou, Qian Wang, Dengpan Ye"
568,Class Relationship Embedded Learning for Source-Free Unsupervised Domain Adaptation,"Yixin Zhang, Zilei Wang, Weinan He"
569,One-to-Few Label Assignment for End-to-End Dense Detection,"Shuai Li, Minghan Li, Ruihuang Li, Chenhang He, Lei Zhang"
570,Fake It Till You Make It: Learning Transferable Representations From Synthetic ImageNet Clones,"Mert Bülent Sarıyıldız, Karteek Alahari, Diane Larlus, Yannis Kalantidis"
571,Interactive and Explainable Region-Guided Radiology Report Generation,"Tim Tanida, Philip Müller, Georgios Kaissis, Daniel Rueckert"
572,MED-VT: Multiscale Encoder-Decoder Video Transformer With Application To Object Segmentation,"Rezaul Karim, He Zhao, Richard P. Wildes, Mennatullah Siam"
573,Benchmarking Self-Supervised Learning on Diverse Pathology Datasets,"Mingu Kang, Heon Song, Seonwook Park, Donggeun Yoo, Sérgio Pereira"
574,Document Image Shadow Removal Guided by Color-Aware Background,"Ling Zhang, Yinghao He, Qing Zhang, Zheng Liu, Xiaolong Zhang, Chunxia Xiao"
575,Improved Distribution Matching for Dataset Condensation,"Ganlong Zhao, Guanbin Li, Yipeng Qin, Yizhou Yu"
576,Feature Separation and Recalibration for Adversarial Robustness,"Woo Jae Kim, Yoonki Cho, Junsik Jung, Sung-Eui Yoon"
577,Slimmable Dataset Condensation,"Songhua Liu, Jingwen Ye, Runpeng Yu, Xinchao Wang"
578,Multi-View Azimuth Stereo via Tangent Space Consistency,"Xu Cao, Hiroaki Santo, Fumio Okura, Yasuyuki Matsushita"
579,VectorFusion: Text-to-SVG by Abstracting Pixel-Based Diffusion Models,"Ajay Jain, Amber Xie, Pieter Abbeel"
580,The Dialog Must Go On: Improving Visual Dialog via Generative Self-Training,"Gi-Cheon Kang, Sungdong Kim, Jin-Hwa Kim, Donghyun Kwak, Byoung-Tak Zhang"
581,Binarizing Sparse Convolutional Networks for Efficient Point Cloud Analysis,"Xiuwei Xu, Ziwei Wang, Jie Zhou, Jiwen Lu"
582,Diffusion Art or Digital Forgery? Investigating Data Replication in Diffusion Models,"Gowthami Somepalli, Vasu Singla, Micah Goldblum, Jonas Geiping, Tom Goldstein"
583,Neuralizer: General Neuroimage Analysis Without Re-Training,"Steffen Czolbe, Adrian V. Dalca"
584,UniDexGrasp: Universal Robotic Dexterous Grasping via Learning Diverse Proposal Generation and Goal-Conditioned Policy,"Yinzhen Xu, Weikang Wan, Jialiang Zhang, Haoran Liu, Zikang Shan, Hao Shen, Ruicheng Wang, Haoran Geng, Yijia Weng, Jiayi Chen, Tengyu Liu, Li Yi, He Wang"
585,A Rotation-Translation-Decoupled Solution for Robust and Efficient Visual-Inertial Initialization,"Yijia He, Bo Xu, Zhanpeng Ouyang, Hongdong Li"
586,BundleSDF: Neural 6-DoF Tracking and 3D Reconstruction of Unknown Objects,"Bowen Wen, Jonathan Tremblay, Valts Blukis, Stephen Tyree, Thomas Müller, Alex Evans, Dieter Fox, Jan Kautz, Stan Birchfield"
587,Texture-Guided Saliency Distilling for Unsupervised Salient Object Detection,"Huajun Zhou, Bo Qiao, Lingxiao Yang, Jianhuang Lai, Xiaohua Xie"
588,AltFreezing for More General Video Face Forgery Detection,"Zhendong Wang, Jianmin Bao, Wengang Zhou, Weilun Wang, Houqiang Li"
589,Learning Partial Correlation Based Deep Visual Representation for Image Classification,"Saimunur Rahman, Piotr Koniusz, Lei Wang, Luping Zhou, Peyman Moghadam, Changming Sun"
590,Hi-LASSIE: High-Fidelity Articulated Shape and Skeleton Discovery From Sparse Image Ensemble,"Chun-Han Yao, Wei-Chih Hung, Yuanzhen Li, Michael Rubinstein, Ming-Hsuan Yang, Varun Jampani"
591,Computationally Budgeted Continual Learning: What Does Matter?,"Ameya Prabhu, Hasan Abed Al Kader Hammoud, Puneet K. Dokania, Philip H.S. Torr, Ser-Nam Lim, Bernard Ghanem, Adel Bibi"
592,Decentralized Learning With Multi-Headed Distillation,"Andrey Zhmoginov, Mark Sandler, Nolan Miller, Gus Kristiansen, Max Vladymyrov"
593,CF-Font: Content Fusion for Few-Shot Font Generation,"Chi Wang, Min Zhou, Tiezheng Ge, Yuning Jiang, Hujun Bao, Weiwei Xu"
594,3Mformer: Multi-Order Multi-Mode Transformer for Skeletal Action Recognition,"Lei Wang, Piotr Koniusz"
595,Transformer Scale Gate for Semantic Segmentation,"Hengcan Shi, Munawar Hayat, Jianfei Cai"
596,EMT-NAS:Transferring Architectural Knowledge Between Tasks From Different Datasets,"Peng Liao, Yaochu Jin, Wenli Du"
597,Learning Joint Latent Space EBM Prior Model for Multi-Layer Generator,"Jiali Cui, Ying Nian Wu, Tian Han"
598,Benchmarking Robustness of 3D Object Detection to Common Corruptions,"Yinpeng Dong, Caixin Kang, Jinlai Zhang, Zijian Zhu, Yikai Wang, Xiao Yang, Hang Su, Xingxing Wei, Jun Zhu"
599,STMT: A Spatial-Temporal Mesh Transformer for MoCap-Based Action Recognition,"Xiaoyu Zhu, Po-Yao Huang, Junwei Liang, Celso M. de Melo, Alexander G. Hauptmann"
600,High-Fidelity Generalized Emotional Talking Face Generation With Multi-Modal Emotion Space Learning,"Chao Xu, Junwei Zhu, Jiangning Zhang, Yue Han, Wenqing Chu, Ying Tai, Chengjie Wang, Zhifeng Xie, Yong Liu"
601,Teaching Matters: Investigating the Role of Supervision in Vision Transformers,"Matthew Walmer, Saksham Suri, Kamal Gupta, Abhinav Shrivastava"
602,Imagic: Text-Based Real Image Editing With Diffusion Models,"Bahjat Kawar, Shiran Zada, Oran Lang, Omer Tov, Huiwen Chang, Tali Dekel, Inbar Mosseri, Michal Irani"
603,LightPainter: Interactive Portrait Relighting With Freehand Scribble,"Yiqun Mei, He Zhang, Xuaner Zhang, Jianming Zhang, Zhixin Shu, Yilin Wang, Zijun Wei, Shi Yan, HyunJoon Jung, Vishal M. Patel"
604,Vision Transformers Are Parameter-Efficient Audio-Visual Learners,"Yan-Bo Lin, Yi-Lin Sung, Jie Lei, Mohit Bansal, Gedas Bertasius"
605,Training Debiased Subnetworks With Contrastive Weight Pruning,"Geon Yeong Park, Sangmin Lee, Sang Wan Lee, Jong Chul Ye"
606,SparseViT: Revisiting Activation Sparsity for Efficient High-Resolution Vision Transformer,"Xuanyao Chen, Zhijian Liu, Haotian Tang, Li Yi, Hang Zhao, Song Han"
607,Multispectral Video Semantic Segmentation: A Benchmark Dataset and Baseline,"Wei Ji, Jingjing Li, Cheng Bian, Zongwei Zhou, Jiaying Zhao, Alan L. Yuille, Li Cheng"
608,Reducing the Label Bias for Timestamp Supervised Temporal Action Segmentation,"Kaiyuan Liu, Yunheng Li, Shenglan Liu, Chenwei Tan, Zihang Shao"
609,A Meta-Learning Approach to Predicting Performance and Data Requirements,"Achin Jain, Gurumurthy Swaminathan, Paolo Favaro, Hao Yang, Avinash Ravichandran, Hrayr Harutyunyan, Alessandro Achille, Onkar Dabeer, Bernt Schiele, Ashwin Swaminathan, Stefano Soatto"
610,Deep Curvilinear Editing: Commutative and Nonlinear Image Manipulation for Pretrained Deep Generative Model,"Takehiro Aoshima, Takashi Matsubara"
611,Learning Semantic-Aware Knowledge Guidance for Low-Light Image Enhancement,"Yuhui Wu, Chen Pan, Guoqing Wang, Yang Yang, Jiwei Wei, Chongyi Li, Heng Tao Shen"
612,Deep Arbitrary-Scale Image Super-Resolution via Scale-Equivariance Pursuit,"Xiaohang Wang, Xuanhong Chen, Bingbing Ni, Hang Wang, Zhengyan Tong, Yutian Liu"
613,OmniAL: A Unified CNN Framework for Unsupervised Anomaly Localization,Ying Zhao
614,Canonical Fields: Self-Supervised Learning of Pose-Canonicalized Neural Fields,"Rohith Agaram, Shaurya Dewan, Rahul Sajnani, Adrien Poulenard, Madhava Krishna, Srinath Sridhar"
615,BiasAdv: Bias-Adversarial Augmentation for Model Debiasing,"Jongin Lim, Youngdong Kim, Byungjai Kim, Chanho Ahn, Jinwoo Shin, Eunho Yang, Seungju Han"
616,CDDFuse: Correlation-Driven Dual-Branch Feature Decomposition for Multi-Modality Image Fusion,"Zixiang Zhao, Haowen Bai, Jiangshe Zhang, Yulun Zhang, Shuang Xu, Zudi Lin, Radu Timofte, Luc Van Gool"
617,Cross-Modal Implicit Relation Reasoning and Aligning for Text-to-Image Person Retrieval,"Ding Jiang, Mang Ye"
618,Learning To Retain While Acquiring: Combating Distribution-Shift in Adversarial Data-Free Knowledge Distillation,"Gaurav Patel, Konda Reddy Mopuri, Qiang Qiu"
619,Good Is Bad: Causality Inspired Cloth-Debiasing for Cloth-Changing Person Re-Identification,"Zhengwei Yang, Meng Lin, Xian Zhong, Yu Wu, Zheng Wang"
620,Use Your Head: Improving Long-Tail Video Recognition,"Toby Perrett, Saptarshi Sinha, Tilo Burghardt, Majid Mirmehdi, Dima Damen"
621,Revisiting the P3P Problem,"Yaqing Ding, Jian Yang, Viktor Larsson, Carl Olsson, Kalle Åström"
622,TimeBalance: Temporally-Invariant and Temporally-Distinctive Video Representations for Semi-Supervised Action Recognition,"Ishan Rajendrakumar Dave, Mamshad Nayeem Rizve, Chen Chen, Mubarak Shah"
623,RiDDLE: Reversible and Diversified De-Identification With Latent Encryptor,"Dongze Li, Wei Wang, Kang Zhao, Jing Dong, Tieniu Tan"
624,Generating Aligned Pseudo-Supervision From Non-Aligned Data for Image Restoration in Under-Display Camera,"Ruicheng Feng, Chongyi Li, Huaijin Chen, Shuai Li, Jinwei Gu, Chen Change Loy"
625,Neural Pixel Composition for 3D-4D View Synthesis From Multi-Views,"Aayush Bansal, Michael Zollhöfer"
626,CRAFT: Concept Recursive Activation FacTorization for Explainability,"Thomas Fel, Agustin Picard, Louis Béthune, Thibaut Boissin, David Vigouroux, Julien Colin, Rémi Cadène, Thomas Serre"
627,Recognizing Rigid Patterns of Unlabeled Point Clouds by Complete and Continuous Isometry Invariants With No False Negatives and No False Positives,"Daniel Widdowson, Vitaliy Kurlin"
628,N-Gram in Swin Transformers for Efficient Lightweight Image Super-Resolution,"Haram Choi, Jeongmin Lee, Jihoon Yang"
629,Hybrid Neural Rendering for Large-Scale Scenes With Motion Blur,"Peng Dai, Yinda Zhang, Xin Yu, Xiaoyang Lyu, Xiaojuan Qi"
630,Perception-Oriented Single Image Super-Resolution Using Optimal Objective Estimation,"Seung Ho Park, Young Su Moon, Nam Ik Cho"
631,Learning 3D Scene Priors With 2D Supervision,"Yinyu Nie, Angela Dai, Xiaoguang Han, Matthias Nießner"
632,Label-Free Liver Tumor Segmentation,"Qixin Hu, Yixiong Chen, Junfei Xiao, Shuwen Sun, Jieneng Chen, Alan L. Yuille, Zongwei Zhou"
633,Uncurated Image-Text Datasets: Shedding Light on Demographic Bias,"Noa Garcia, Yusuke Hirota, Yankun Wu, Yuta Nakashima"
634,Adversarial Robustness via Random Projection Filters,"Minjing Dong, Chang Xu"
635,VNE: An Effective Method for Improving Deep Representation by Manipulating Eigenvalue Distribution,"Jaeill Kim, Suhyun Kang, Duhun Hwang, Jungwook Shin, Wonjong Rhee"
636,Local Implicit Ray Function for Generalizable Radiance Field Representation,"Xin Huang, Qi Zhang, Ying Feng, Xiaoyu Li, Xuan Wang, Qing Wang"
637,Dense Distinct Query for End-to-End Object Detection,"Shilong Zhang, Xinjiang Wang, Jiaqi Wang, Jiangmiao Pang, Chengqi Lyu, Wenwei Zhang, Ping Luo, Kai Chen"
638,Divide and Adapt: Active Domain Adaptation via Customized Learning,"Duojun Huang, Jichang Li, Weikai Chen, Junshi Huang, Zhenhua Chai, Guanbin Li"
639,Learning Spatial-Temporal Implicit Neural Representations for Event-Guided Video Super-Resolution,"Yunfan Lu, Zipeng Wang, Minjie Liu, Hongjian Wang, Lin Wang"
640,Both Style and Distortion Matter: Dual-Path Unsupervised Domain Adaptation for Panoramic Semantic Segmentation,"Xu Zheng, Jinjing Zhu, Yexin Liu, Zidong Cao, Chong Fu, Lin Wang"
641,ALTO: Alternating Latent Topologies for Implicit 3D Reconstruction,"Zhen Wang, Shijie Zhou, Jeong Joon Park, Despoina Paschalidou, Suya You, Gordon Wetzstein, Leonidas Guibas, Achuta Kadambi"
642,Learning Debiased Representations via Conditional Attribute Interpolation,"Yi-Kai Zhang, Qi-Wei Wang, De-Chuan Zhan, Han-Jia Ye"
643,Modeling Inter-Class and Intra-Class Constraints in Novel Class Discovery,"Wenbin Li, Zhichen Fan, Jing Huo, Yang Gao"
644,Multiple Instance Learning via Iterative Self-Paced Supervised Contrastive Learning,"Kangning Liu, Weicheng Zhu, Yiqiu Shen, Sheng Liu, Narges Razavian, Krzysztof J. Geras, Carlos Fernandez-Granda"
645,CrowdCLIP: Unsupervised Crowd Counting via Vision-Language Model,"Dingkang Liang, Jiahao Xie, Zhikang Zou, Xiaoqing Ye, Wei Xu, Xiang Bai"
646,iCLIP: Bridging Image Classification and Contrastive Language-Image Pre-Training for Visual Recognition,"Yixuan Wei, Yue Cao, Zheng Zhang, Houwen Peng, Zhuliang Yao, Zhenda Xie, Han Hu, Baining Guo"
647,RepMode: Learning to Re-Parameterize Diverse Experts for Subcellular Structure Prediction,"Donghao Zhou, Chunbin Gu, Junde Xu, Furui Liu, Qiong Wang, Guangyong Chen, Pheng-Ann Heng"
648,Masked Motion Encoding for Self-Supervised Video Representation Learning,"Xinyu Sun, Peihao Chen, Liangwei Chen, Changhao Li, Thomas H. Li, Mingkui Tan, Chuang Gan"
649,FFHQ-UV: Normalized Facial UV-Texture Dataset for 3D Face Reconstruction,"Haoran Bai, Di Kang, Haoxian Zhang, Jinshan Pan, Linchao Bao"
650,SurfelNeRF: Neural Surfel Radiance Fields for Online Photorealistic Reconstruction of Indoor Scenes,"Yiming Gao, Yan-Pei Cao, Ying Shan"
651,Logical Implications for Visual Question Answering Consistency,"Sergio Tascon-Morales, Pablo Márquez-Neila, Raphael Sznitman"
652,NeUDF: Leaning Neural Unsigned Distance Fields With Volume Rendering,"Yu-Tao Liu, Li Wang, Jie Yang, Weikai Chen, Xiaoxu Meng, Bo Yang, Lin Gao"
653,MM-3DScene: 3D Scene Understanding by Customizing Masked Modeling With Informative-Preserved Reconstruction and Self-Distilled Consistency,"Mingye Xu, Mutian Xu, Tong He, Wanli Ouyang, Yali Wang, Xiaoguang Han, Yu Qiao"
654,Plug-and-Play Diffusion Features for Text-Driven Image-to-Image Translation,"Narek Tumanyan, Michal Geyer, Shai Bagon, Tali Dekel"
655,Fast Contextual Scene Graph Generation With Unbiased Context Augmentation,"Tianlei Jin, Fangtai Guo, Qiwei Meng, Shiqiang Zhu, Xiangming Xi, Wen Wang, Zonghao Mu, Wei Song"
656,Re-Thinking Federated Active Learning Based on Inter-Class Diversity,"SangMook Kim, Sangmin Bae, Hwanjun Song, Se-Young Yun"
657,CiaoSR: Continuous Implicit Attention-in-Attention Network for Arbitrary-Scale Image Super-Resolution,"Jiezhang Cao, Qin Wang, Yongqin Xian, Yawei Li, Bingbing Ni, Zhiming Pi, Kai Zhang, Yulun Zhang, Radu Timofte, Luc Van Gool"
658,The Best Defense Is a Good Offense: Adversarial Augmentation Against Adversarial Attacks,"Iuri Frosio, Jan Kautz"
659,GaitGCI: Generative Counterfactual Intervention for Gait Recognition,"Huanzhang Dou, Pengyi Zhang, Wei Su, Yunlong Yu, Yining Lin, Xi Li"
